,index,property_name,Property_type,property_type,society,price,price_per_sqft,areaWithType,bedRoom,bathroom,balcony,address,floorNum,facing,agePossession,description,floor_Num,total_floors,area,super_built_up_area,carpet_area,Built_up_area,study room,servant room,store room,pooja room,others,Bed,Light,Chimney,Exhaust Fan,Fan,TV,Dining Table,Microwave,Wardrobe,Sofa,Modular Kitchen,Stove,Washing Machine,AC,Curtains,Water Purifier,Geyser,Fridge,furnishing_type,luxury_score,Environment,Safety,Lifestyle,Connectivity,Green_area,Management,Construction,Amenities
1227,1227,3 BHK Flat in Sector 106 Gurgaon,flat,3 BHK,paras dews,1.2,6818.0,Super Built up area 1760(163.51 sq.m.)Built Up area: 1186 sq.ft. (110.18 sq.m.)Carpet area: 1130 sq.ft. (104.98 sq.m.),3,4,3+,"Sector 106 Gurgaon, Gurgaon, Haryana",9th   of 24 Floors,North-East,Relatively New,"Check out this 3 bhk apartment for sale in paras dews, a popular residential project that houses in-Demand flats in sector 106 gurgaon. This property faces the north-East direction. The flat occupies a super built up area of 1760 sq.Ft. That consists of 3 bedrooms, 4 bathrooms and more than 3 balconies. This flat lies on the 9th level of a 24 storey building. This 1-5 years old property is available for immediate possession as the project is ready to move. The floor of this flat is beautifully designed using wood flooring, giving the flat an alluring look. Another plus point for this is that it is situated near close to school, close to hospital and close to airport. The society is well equipped with many modern amenities, including swimming pool, grocery shop, security personnel, maintenance staff, shopping centre, club house / community center, cctv surveillance, fitness centre / gym, park, lift(s), visitor parking and water softening plant. The society provides continuous water supply from borewell/tank and municipal corporation.",9.0,24.0,1760.0,1760.0,1130.0,1186.0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,,,,,,,,
1228,1228,2 BHK Flat in Sector 37D Gurgaon,flat,2 BHK,ramprastha the edge towers,0.8,8888.0,Super Built up area 1380(128.21 sq.m.)Built Up area: 1310 sq.ft. (121.7 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),2,2,3,"Z905, Sector 37D Gurgaon, Gurgaon, Haryana",10th   of 19 Floors,South-East,Relatively New,"Ramprastha the edge towers is one of gurgaon's most sought after destination for residential apartments and this 2 bhk flat in sector-37d gurgaon is your opportunity to be a part of this community. The flat is over super built up area of 1380 sq.Ft. And comes with 2 bathrooms and 3 balconies. This flat is situated on the 10th floor of this 19 floor tall residential building. This is a ready to move project and the property is 1-5 year(s) old.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",10.0,19.0,900.0,1380.0,900.0,1310.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,,,,4,4,3.5,4,4
1229,1229,3 BHK Flat in Sector 37D Gurgaon,flat,3 BHK,ramprastha the edge towers,0.98,5536.0,Super Built up area 1770(164.44 sq.m.)Built Up area: 1675 sq.ft. (155.61 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3+,"K400, Sector 37D Gurgaon, Gurgaon, Haryana",5th   of 19 Floors,North-East,Relatively New,"Expressway facing balcony, a 3bhk flat in sector-37d gurgaon, gurgaon is available for sale.
It has 3 bathroom(s).
It has 4 balconies.
This flat has a super built up area of 1380 sq.Ft. The super built-Up area is 1770 sq.Ft. Whereas the carpet area is 1100 sq.Ft.
 This flat is on the 5th floor of 19 floors.
 You get 1 covered parking and open parking.
With a strategic location and a number of amenities for buyers/residents, this flat is priced at rs 65 lac. ()
 This is a freehold property.
 
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",5.0,19.0,1770.0,1770.0,1400.0,1675.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,,,,4,4,3.5,4,4
1230,1230,2 BHK Flat in Sector 113 Gurgaon,flat,2 BHK,la vida by tata housing,1.32,10344.0,Super Built up area 1276(118.54 sq.m.)Built Up area: 1199 sq.ft. (111.39 sq.m.)Carpet area: 1099 sq.ft. (102.1 sq.m.),2,2,2,"Sector 113 Gurgaon , Gurgaon, Haryana",3rd   of 13 Floors,North-East,Relatively New,"This lovely 2 bhk apartment/flat in sector 113 gurgaon is available for sale in one of gurgaon's most popular projects, la vida by tata housing. The flat occupies a super built up area of 1276 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 2 balconies. This flat lies on the 3rd level of a 13 storey building. This 1-5 years old property is available for immediate possession as the project is ready to move.",3.0,13.0,1276.0,1276.0,1099.0,1199.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,49,,,,,,,,
1231,1231,3 BHK Flat in Sector 56 Gurgaon,flat,3 BHK,shri banke bihari society,1.35,6750.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,3,3,"Golf Course Road Sector 56, Sector 56 Gurgaon, Gurgaon, Haryana",5th   of 8 Floors,East,Old Property,"Situated in sector 56 gurgaon, shri banke bihari society is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in gurgaon is your opportunity to be a part of this community. The flat occupies a super built up area of 2000 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 3 balconies. The residential building has 8 floors in total and the flat for sale is located on the 5th floor. This is a ready to move project and the property is 10+ years old.",5.0,8.0,2000.0,2000.0,1600.0,1800.0,0,0,0,0,1,0,11,1,1,6,0,0,0,3,0,1,0,0,0,0,0,2,0,1,82,,,,4,4,4,5,4
1232,1232,4 BHK Flat in Sector 111 Gurgaon,flat,4 BHK,puri diplomatic greens,3.45,11694.0,Super Built up area 2950(274.06 sq.m.),4,5,3+,"Sector 111 Gurgaon, Gurgaon, Haryana",9th   of 21 Floors,North-East,Relatively New,"This 4 bhk apartment is available for sale in puri diplomatic greens, one of the most prominent projects for flats in sector 111 gurgaon. The flat is north-East-Facing. The flat is over 2950 sq.Ft. Super built up area and comes with 4 bedroom(s), 5 bathrooms and more than 3 balconies. The property is located on the 9th floor of a 21 floors tall building. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move. The floor of this flat is beautifully designed using marble flooring, giving the flat an alluring look. Puri diplomatic greens is designed very well to provide modern facilities such as swimming pool, club house / community center, cctv surveillance, fitness centre / gym, park, lift(s), maintenance staff and visitor parking. You enjoy a 24*7 access to water in your flat.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",9.0,21.0,2950.0,2950.0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,,,,3,5,4,5,4
1233,1233,3 BHK Flat in Sector 81 Gurgaon,flat,3 BHK,bestech park view grand spa,2.4,9022.0,Super Built up area 2660(247.12 sq.m.),3,4,3+,"123, Sector 81 Gurgaon, Gurgaon, Haryana",8th   of 19 Floors,North,New Property,"Bestech park view grand spa is one of the most popular destination for buying apartments/ flats in sector 81 gurgaon. You too can be a part of this society by purchasing this 3 bhk flat here. The flat is north-Facing. Containing 3 bedroom(s), 5 bathrooms and more than 3 balconies, this flat is spread over a super built up area of 3470 sq.Ft. The property is located on the 5th floor of a 19 floors tall building. An added advantage of this 0-1 year old flat is that it is available for immediate possession as the project is already ready to move. The wood flooring of this flat is beautifully designed and helps to give it a pleasing look. This residential property is situated near close to hospital, close to mall, close to highway and close to school. All the modern amenities such as swimming pool, water softening plant, security personnel, maintenance staff, shopping centre, club house / community center, cctv surveillance, fitness centre / gym, park, lift(s) and visitor parking will make life easier for you. The project provides access to clean water through borewell/tank supply.",8.0,19.0,2660.0,2660.0,,,1,1,0,0,0,0,10,1,1,8,0,0,0,4,0,1,1,0,5,0,0,4,0,1,167,,,,5,5,5,5,5
1234,1234,4 BHK Flat in Sector 81 Gurgaon,flat,4 BHK,dlf the ultima,3.45,12012.0,Super Built up area 2872(266.82 sq.m.),4,4,3+,"254, Sector 81 Gurgaon, Gurgaon, Haryana",10th   of 28 Floors,East,New Property,"Check out this 4 bhk apartment for sale in dlf the ultima, a popular residential project that houses in-Demand flats in sector 81 gurgaon. This residential flat is east-Facing direction. Containing 4 bedroom(s), 4 bathrooms and more than 3 balconies, this flat is spread over a super built up area of 2872 sq.Ft. This flat lies on the 10th level of a 28 storey building. This is a ready to move project and the property is 0-1 year old. The beautifully designed wood flooring enhances the beauty of the flat. Moreover, this property offers close proximity to important landmarks such as close to hospital, close to highway, close to mall and close to market. Dlf the ultima is designed very well to provide modern facilities such as swimming pool, security personnel, maintenance staff, shopping centre, club house / community center, cctv surveillance, fitness centre / gym, park, lift(s), visitor parking and water softening plant. The housing society ensures a continuous supply of water to your flat from borewell/tank and municipal corporation.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",10.0,28.0,2872.0,2872.0,,,0,1,0,0,0,0,15,1,1,7,0,0,1,4,0,1,1,1,6,1,0,6,1,2,165,,,,4,5,4,4,5
1235,1235,3 BHK Flat in Sector 81 Gurgaon,flat,3 BHK,dlf the ultima,2.25,10553.0,Super Built up area 2132(198.07 sq.m.),3,3,3+,"154, Sector 81 Gurgaon, Gurgaon, Haryana",15th   of 29 Floors,North-East,Relatively New,"This 3 bhk apartment is available for sale in dlf the ultima, one of the most prominent projects for flats in sector 81 gurgaon. The flat is north-West-Facing. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and more than 3 balconies. All in all, the flat is spread over a super built up area of 2132 sq.Ft. The residential building has 29 floors in total and the flat for sale is located on the 15th floor. Being a ready to move project, you can expect immediate possession of this 1-5 years old property. The well built wood flooring enhances the aesthetic appeal of this flat. Proximity to landmarks like close to hospital, close to market and close to highway makes this an ideal property for families. The flat will offer a modern lifestyle as it is presented with many of the amenities such as swimming pool, security personnel, maintenance staff, shopping centre, club house / community center, cctv surveillance, fitness centre / gym, park, lift(s), visitor parking and water softening plant. The project provides access to clean water through municipal corporation and borewell/tank supply.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",15.0,29.0,2132.0,2132.0,,,0,1,0,0,0,0,15,1,1,8,0,0,1,3,0,1,1,1,5,1,0,5,1,2,165,,,,4,5,4,4,5
1236,1236,3 BHK Flat in Sector 37C Gurgaon,flat,3 BHK,corona optus,1.25,7175.0,Super Built up area 1735(161.19 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3,"Sector 37C Gurgaon, Gurgaon, Haryana",2nd   of 10 Floors,North-West,Relatively New,"This 3 bhk apartment is available for sale in corona optus, one of the most prominent projects for flats in sector 37c gurgaon. Containing 3 bedroom(s), 3 bathrooms and 3 balconies, this flat is spread over a super built up area of 1735 sq.Ft. The flat has a total of 10 floors and this property is situated on 2nd floor. This is a ready to move project and the property is 1-5 years old.
 Additional details :Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
The society has dedicated security guards for every tower.",2.0,10.0,1742.0,1735.0,1400.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,,,,4,5,4,4,4
1237,1237,3 BHK Flat in Sector 37C Gurgaon,flat,3 BHK,corona optus,1.43,7185.0,Super Built up area 1990(184.88 sq.m.)Carpet area: 1680 sq.ft. (156.08 sq.m.),3,3,3+,"Sector 37C Gurgaon, Gurgaon, Haryana",2nd   of 10 Floors,North,Relatively New,"Looking for a 3 bhk property for sale in gurgaon? Buy this 3 bhk flat in corona optus that is situated in sector 37c gurgaon. The flat occupies a super built up area of 1990 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and more than 3 balconies. The flat has a total of 10 floors and this property is situated on 2nd floor. This is a ready to move project and the property is 1-5 years old.
 Additional details :The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",2.0,10.0,1990.0,1990.0,1680.0,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,,,,4,5,4,4,4
1238,1238,3 BHK Flat in Sector 37C Gurgaon,flat,3 BHK,corona optus,1.27,7231.0,Super Built up area 1763(163.79 sq.m.),3,3,3,"Sector 37C Gurgaon, Gurgaon, Haryana",2nd   of 14 Floors,South,Relatively New,"This 3 bhk apartment is available for sale in corona optus, one of the most prominent projects for flats in sector 37c gurgaon. The flat is over 1763 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 3 balconies. The residential building has 14 floors in total and the flat for sale is located on the 2nd floor. This 1-5 years old property is available for immediate possession as the project is ready to move.
 Additional details :Daily needs shopping could be done within the society premises to make the stay convinent.
Partial power backup is available.
The society has dedicated security guards for every tower.",2.0,14.0,1756.0,1763.0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,,,,4,5,4,4,4
1239,1239,3 BHK Flat in Sector 37C Gurgaon,flat,3 BHK,corona optus,1.43,7185.0,Super Built up area 1990(184.88 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3,3,3+,"Sector 37C Gurgaon, Gurgaon, Haryana",2nd   of 14 Floors,North-West,Relatively New,"This lovely 3 bhk apartment/flat in sector 37c gurgaon is available for sale in one of gurgaon's most popular projects, corona optus. The flat is over 1990 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and more than 3 balconies. This flat lies on the 2nd level of a 14 storey building. This 1-5 years old property is available for immediate possession as the project is ready to move.
 Additional details :Daily needs shopping could be done within the society premises to make the stay convinent.
Partial power backup is available.
The society has dedicated security guards for every tower.",2.0,14.0,1990.0,1990.0,1700.0,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,,,,4,5,4,4,4
1240,1240,3 BHK Flat in Sector 37C Gurgaon,flat,3 BHK,corona optus,1.25,8928.0,Super Built up area 1735(161.19 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3,"Sector 37C Gurgaon, Gurgaon, Haryana",2nd   of 14 Floors,South-East,Relatively New,"Situated in sector 37c gurgaon, corona optus is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in gurgaon is your opportunity to be a part of this community. The flat occupies a super built up area of 1735 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 3 balconies. The flat has a total of 14 floors and this property is situated on 2nd floor. This is a ready to move project and the property is 1-5 years old.
 Additional details :Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
The society has dedicated security guards for every tower.",2.0,14.0,1400.0,1735.0,1400.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,,,,4,5,4,4,4
1241,1241,3 BHK Flat in Sector 37C Gurgaon,flat,3 BHK,corona optus,1.44,7236.0,Super Built up area 1990(184.88 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,3,3+,"Sector 37C Gurgaon, Gurgaon, Haryana",2nd   of 14 Floors,North-West,Relatively New,"Check out this 3 bhk apartment for sale in corona optus, a popular residential project that houses in-Demand flats in sector 37c gurgaon. The flat is over 1990 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and more than 3 balconies. This flat is situated on the 2nd floor of this 14 floors tall residential building. This 1-5 years old property is available for immediate possession as the project is ready to move.
 Additional details :Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",2.0,14.0,1990.0,1990.0,1600.0,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,,,,4,5,4,4,4
1242,1242,3 BHK Flat in Sector 37C Gurgaon,flat,3 BHK,corona optus,1.27,7203.0,Super Built up area 1763(163.79 sq.m.)Carpet area: 1410 sq.ft. (130.99 sq.m.),3,3,3,"Sector 37C Gurgaon, Gurgaon, Haryana",2nd   of 14 Floors,South,Relatively New,"Corona optus is one of the most popular destination for buying apartments/ flats in sector 37c gurgaon. You too can be a part of this society by purchasing this 3 bhk flat here. The flat occupies a super built up area of 1763 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 3 balconies. The residential building has 14 floors in total and the flat for sale is located on the 2nd floor. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move.
 Additional details :Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
The society has dedicated security guards for every tower.",2.0,14.0,1763.0,1763.0,1410.0,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,,,,4,5,4,4,4
1243,1243,3 BHK Flat in Sector 37C Gurgaon,flat,3 BHK,imperia the esfera,1.1,5405.0,Super Built up area 2035(189.06 sq.m.)Carpet area: 1760 sq.ft. (163.51 sq.m.),3,4,3,"Sector 37C Gurgaon, Gurgaon, Haryana",9th   of 24 Floors,West,Relatively New,"Imperia the esfera is one of the most popular destination for buying apartments/ flats in sector 37c gurgaon. You too can be a part of this society by purchasing this 3 bhk flat here. The flat occupies a super built up area of 2035 sq.Ft. That consists of 3 bedrooms, 4 bathrooms and 3 balconies. The property is located on the 9th floor of a 24 floors tall building. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move.
 Additional details :Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
The society has dedicated security guards for every tower.",9.0,24.0,2035.0,2035.0,1760.0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,5,4,4,4,,,,
1244,1244,4 BHK Flat in Sector 37C Gurgaon,flat,4 BHK,imperia the esfera,1.4,5384.0,Super Built up area 2600(241.55 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),4,5,3,"Sector 37C Gurgaon, Gurgaon, Haryana",9th   of 24 Floors,North,Relatively New,"Located in the popular residential address of sector 37c gurgaon, imperia the esfera is one of the most preferred destination for apartments in gurgaon. This 4 bhk flat is your ticket to be a part of this community. The flat occupies a super built up area of 2600 sq.Ft. That consists of 4 bedrooms, 5 bathrooms and 3 balconies. This flat lies on the 9th level of a 24 storey building. This is a ready to move project and the property is 1-5 years old.
 Additional details :Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",9.0,24.0,2600.0,2600.0,2100.0,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,5,4,4,4,,,,
1245,1245,3 BHK Flat in Sector 37C Gurgaon,flat,3 BHK,imperia the esfera,0.99,5454.0,Super Built up area 1815(168.62 sq.m.)Carpet area: 1510 sq.ft. (140.28 sq.m.),3,4,3,"Sector 37C Gurgaon, Gurgaon, Haryana",9th   of 24 Floors,North-East,Relatively New,"Located in the popular residential address of sector 37c gurgaon, imperia the esfera is one of the most preferred destination for apartments in gurgaon. This 3 bhk flat is your ticket to be a part of this community. The flat occupies a super built up area of 1815 sq.Ft. That consists of 3 bedrooms, 4 bathrooms and 3 balconies. The property is located on the 9th floor of a 24 floors tall building. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move.
 Additional details :Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
The society has dedicated security guards for every tower.",9.0,24.0,1815.0,1815.0,1510.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,5,4,4,4,,,,
1246,1246,2 BHK Flat in Sector 37C Gurgaon,flat,2 BHK,imperia the esfera,0.86,5449.0,Super Built up area 1578(146.6 sq.m.)Carpet area: 1310 sq.ft. (121.7 sq.m.),2,3,3,"Sector 37C Gurgaon, Gurgaon, Haryana",9th   of 24 Floors,South-East,Relatively New,"Situated in sector 37c gurgaon, imperia the esfera is a well planned society that offers a pleasant living experience to its residents. This 2 bhk flat in gurgaon is your opportunity to be a part of this community. Constructed on a super built up area of 1578 sq.Ft., the flat comprises 2 bedroom(s), 3 bathrooms and 3 balconies. The flat has a total of 24 floors and this property is situated on 9th floor. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move.
 Additional details :Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
The society has dedicated security guards for every tower.",9.0,24.0,1578.0,1578.0,1310.0,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,5,4,4,4,,,,
1247,1247,3 BHK Flat in Sector 37C Gurgaon,flat,3 BHK,imperia the esfera,0.98,5399.0,Super Built up area 1815(168.62 sq.m.)Carpet area: 1510 sq.ft. (140.28 sq.m.),3,4,3,"Sector 37C Gurgaon, Gurgaon, Haryana",9th   of 24 Floors,South-West,Relatively New,"Looking for a 3 bhk property for sale in gurgaon? Buy this 3 bhk flat in imperia the esfera that is situated in sector 37c gurgaon. The flat occupies a super built up area of 1815 sq.Ft. That consists of 3 bedrooms, 4 bathrooms and 3 balconies. This flat lies on the 9th level of a 24 storey building. As the project is already ready to move, so you can easily move into this 1-5 years old property.
 Additional details :Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
The society has dedicated security guards for every tower.",9.0,24.0,1815.0,1815.0,1510.0,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,5,4,4,4,,,,
1248,1248,2 BHK Flat in Sector 37C Gurgaon,flat,2 BHK,imperia the esfera,0.85,5386.0,Super Built up area 1578(146.6 sq.m.)Carpet area: 1310 sq.ft. (121.7 sq.m.),2,3,3,"Sector 37C Gurgaon, Gurgaon, Haryana",9th   of 24 Floors,South-East,Relatively New,"This beautiful 2 bhk flat in sector 37c gurgaon is situated in imperia the esfera, one of the popular residential society in gurgaon. Containing 2 bedroom(s), 3 bathrooms and 3 balconies, this flat is spread over a super built up area of 1578 sq.Ft. This flat is situated on the 9th floor of this 24 floors tall residential building. As the project is already ready to move, so you can easily move into this 1-5 years old property.
 Additional details :Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
The society has dedicated security guards for every tower.",9.0,24.0,1578.0,1578.0,1310.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,5,4,4,4,,,,
1249,1249,4 BHK Flat in Sector 37D Gurgaon,flat,4 BHK,bptp terra,1.79,8983.0,Super Built up area 1998(185.62 sq.m.),4,3,3,"Sector 37D Gurgaon, Gurgaon, Haryana",15th   of 23 Floors,South-West,Relatively New,"This lovely 4 bhk apartment/flat in sector 37d gurgaon is available for sale in one of gurgaon's most popular projects, bptp terra. The flat is over 1998 sq.Ft. Super built up area and comes with 4 bedroom(s), 3 bathrooms and 3 balconies. The flat has a total of 23 floors and this property is situated on 5th floor. This 1-5 years old property is available for immediate possession as the project is ready to move.
 Additional details :Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
The society has dedicated security guards for every tower.",15.0,23.0,1993.0,1998.0,,,0,0,0,0,1,0,18,1,1,6,0,0,1,4,0,1,0,0,4,0,0,4,0,1,37,,,,4,4.5,4.5,4.5,4.5
1250,1250,3 BHK Flat in Sector 37D Gurgaon,flat,3 BHK,bptp terra,1.5,8255.0,Super Built up area 1811(168.25 sq.m.)Carpet area: 1560 sq.ft. (144.93 sq.m.),3,3,3,"Sector 37D Gurgaon, Gurgaon, Haryana",12nd   of 23 Floors,South-West,Relatively New,"This beautiful 3 bhk flat in sector 37d gurgaon is situated in bptp terra, one of the popular residential society in gurgaon. Containing 3 bedroom(s), 3 bathrooms and 3 balconies, this flat is spread over a super built up area of 1811 sq.Ft. The property is located on the 12th floor of a 23 floors tall building. Being a ready to move project, you can expect immediate possession of this 1-5 years old property.
 Additional details :Daily needs shopping could be done within the society premises to make the stay convinent.
Partial power backup is available.
The society has dedicated security guards for every tower.",12.0,23.0,1817.0,1811.0,1560.0,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,49,,,,4,4.5,4.5,4.5,4.5
1251,1251,4 BHK Flat in Sector 37D Gurgaon,flat,4 BHK,bptp terra,1.77,8078.0,Super Built up area 2191(203.55 sq.m.)Carpet area: 1860 sq.ft. (172.8 sq.m.),4,3,3,"Sector 37D Gurgaon, Gurgaon, Haryana",15th   of 23 Floors,North,Relatively New,"Bptp terra is one of gurgaon's most sought after destination for apartments and this 4 bhk flat in sector 37d gurgaon is your opportunity to be a part of this community. Constructed on a super built up area of 2191 sq.Ft., the flat comprises 4 bedroom(s), 3 bathrooms and 3 balconies. The residential building has 23 floors in total and the flat for sale is located on the 15th floor. As the project is already ready to move, so you can easily move into this 1-5 years old property.
 Additional details :Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
The society has dedicated security guards for every tower.",15.0,23.0,2191.0,2191.0,1860.0,,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,49,,,,4,4.5,4.5,4.5,4.5
1252,1252,3 BHK Flat in Sector 37D Gurgaon,flat,3 BHK,bptp terra,1.5,8282.0,Super Built up area 1811(168.25 sq.m.)Carpet area: 1570 sq.ft. (145.86 sq.m.),3,3,3,"Sector 37D Gurgaon, Gurgaon, Haryana",17th   of 23 Floors,North-West,Relatively New,"This 3 bhk apartment is available for sale in bptp terra, one of the most prominent projects for flats in sector 37d gurgaon. The flat is over 1811 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 3 balconies. The residential building has 23 floors in total and the flat for sale is located on the 17th floor. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move.
 Additional details :Full power backup is available.
The society has dedicated security guards for every tower.",17.0,23.0,1811.0,1811.0,1570.0,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,49,,,,4,4.5,4.5,4.5,4.5
1253,1253,3 BHK Flat in Sector 37D Gurgaon,flat,3 BHK,bptp terra,1.49,8105.0,Super Built up area 1832(170.2 sq.m.)Carpet area: 1580 sq.ft. (146.79 sq.m.),3,3,3,"Sector 37D Gurgaon, Gurgaon, Haryana",20th   of 23 Floors,North-West,Relatively New,"Located in the popular residential address of sector 37d gurgaon, bptp terra is one of the most preferred destination for apartments in gurgaon. This 3 bhk flat is your ticket to be a part of this community. The flat occupies a super built up area of 1832 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 3 balconies. This flat lies on the 20th level of a 23 storey building. This 1-5 years old property is available for immediate possession as the project is ready to move.
 Additional details :The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Partial power backup is available.
The society has dedicated security guards for every tower.",20.0,23.0,1838.0,1832.0,1580.0,,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,49,,,,4,4.5,4.5,4.5,4.5
